seed,eval_scope,num_gallery,raw_test_video_to_text_top1,quantum_test_video_to_text_top1,delta_test_video_to_text_top1,raw_test_video_to_text_top3,quantum_test_video_to_text_top3,delta_test_video_to_text_top3,raw_test_video_to_text_top5,quantum_test_video_to_text_top5,delta_test_video_to_text_top5,raw_test_video_to_text_mean_rank,quantum_test_video_to_text_mean_rank,delta_test_video_to_text_mean_rank,raw_test_margin_mean,quantum_test_margin_mean,delta_test_margin_mean,raw_test_margin_min,quantum_test_margin_min,delta_test_margin_min,raw_video_chunks_median,quantum_video_chunks_median,delta_video_chunks_median,raw_video_chunks_max,quantum_video_chunks_max,delta_video_chunks_max,raw_text_chunks_median,quantum_text_chunks_median,delta_text_chunks_median,raw_text_chunks_max,quantum_text_chunks_max,delta_text_chunks_max,raw_test_text_to_video_top1,quantum_test_text_to_video_top1,delta_test_text_to_video_top1,raw_test_text_to_video_top3,quantum_test_text_to_video_top3,delta_test_text_to_video_top3,raw_test_text_to_video_top5,quantum_test_text_to_video_top5,delta_test_text_to_video_top5,raw_test_video_embedding_std_mean,quantum_test_video_embedding_std_mean,delta_test_video_embedding_std_mean
2024,test_split,13,0.0,0.0,0.0,0.07692307978868484,0.07692307978868484,0.0,0.07692307978868484,0.1538461595773697,0.07692307978868484,9.230769157409668,9.307692527770996,0.07692337036132812,-4.488539695739746,-4.689151763916016,-0.20061206817626953,-7.981157302856445,-7.384331226348877,0.5968260765075684,70.0,70.0,0.0,98,98,0,3.0,3.0,0.0,7,7,0,0.07692307978868484,0.0,-0.07692307978868484,0.07692307978868484,0.0,-0.07692307978868484,0.1538461595773697,0.23076924681663513,0.07692308723926544,0.031632933765649796,0.024827726185321808,-0.006805207580327988
