epoch,train_loss,val_loss,val_video_to_text_top1,val_video_to_text_top3,val_video_to_text_top5,val_text_to_video_top1,val_text_to_video_top3,val_text_to_video_top5,use_quantum,test_video_to_text_top1,test_video_to_text_top3,test_video_to_text_top5,test_text_to_video_top1,test_text_to_video_top3,test_text_to_video_top5,eval_on_all
1,2.040481964747111,1.807027816772461,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,1.0,True,,,,,,,
2,2.043704549471537,1.8065741062164307,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.6666666865348816,0.8333333134651184,True,,,,,,,
3,2.0427619218826294,1.8071849346160889,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
4,2.039295713106791,1.8076763153076172,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.6666666865348816,True,,,,,,,
5,2.0365647276242576,1.8076608180999756,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
6,2.0343103607495627,1.8077483177185059,0.1666666716337204,0.5,0.8333333134651184,0.0,0.3333333432674408,0.8333333134651184,True,,,,,,,
7,2.0324573318163552,1.8071236610412598,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
8,2.0308103362719216,1.8082647323608398,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.8333333134651184,True,,,,,,,
9,2.027693291505178,1.8079781532287598,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
10,2.026061216990153,1.809763789176941,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.6666666865348816,0.8333333134651184,True,,,,,,,
11,2.0194284319877625,1.8104381561279297,0.1666666716337204,0.5,0.8333333134651184,0.0,0.3333333432674408,0.8333333134651184,True,,,,,,,
12,2.0232799847920737,1.81056809425354,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
13,2.014876445134481,1.8110299110412598,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,True,,,,,,,
