epoch,train_contrastive_loss,train_structure_loss,train_total_loss,val_contrastive_loss,val_structure_loss,val_total_loss,val_video_to_text_top1,val_video_to_text_top3,val_video_to_text_top5,val_text_to_video_top1,val_text_to_video_top3,val_text_to_video_top5,identity_video_to_text_top1,identity_video_to_text_top3,identity_video_to_text_top5,identity_text_to_video_top1,identity_text_to_video_top3,identity_text_to_video_top5,random_top1,random_top3,random_top5,logit_scale,temperature,quantum_active,quantum_param_count,quantum_grad_norm,num_total,num_train,num_val,num_test,seed,batch_size,lr,best_epoch,projection_tail,use_quantum,structure_loss_weight,grad_accum_steps,video_pooling,num_frames,feature_backend,clip_model,video_encoder_model,train_text_projection,test_video_to_text_top1,test_video_to_text_top3,test_video_to_text_top5,test_text_to_video_top1,test_text_to_video_top3,test_text_to_video_top5,identity_v2t_top1,identity_v2t_top3,identity_v2t_top5,identity_t2v_top1,identity_t2v_top3,identity_t2v_top5,eval_on_all
11,2.0132877230644226,0.023949156204859417,2.0132877230644226,1.807786464691162,0.018938302993774414,1.807786464691162,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.11999797821045,0.0708215398857117,True,48,0.01588031851962091,64,45,6,13,2024,8,0.0002,5,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
12,2.013076821962992,0.025119632482528687,2.013076821962992,1.812448501586914,0.01894146203994751,1.812448501586914,0.1666666716337204,0.5,0.8333333134651184,0.0,0.0,0.5,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.106548309326172,0.07088906358041368,True,48,0.02231521605141098,64,45,6,13,2024,8,0.0002,5,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
13,2.012588898340861,0.025983939568201702,2.012588898340861,1.8045772314071655,0.018905341625213623,1.8045772314071655,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.092453002929688,0.07095996699737862,True,48,0.01896292188224177,64,45,6,13,2024,8,0.0002,5,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
14,2.009613315264384,0.02595698833465576,2.009613315264384,1.8026416301727295,0.018903255462646484,1.8026416301727295,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.079681396484375,0.07102433441780116,True,48,0.02748319288360649,64,45,6,13,2024,8,0.0002,5,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
15,2.0103782415390015,0.02336271603902181,2.0103782415390015,1.8048579692840576,0.018913447856903076,1.8048579692840576,0.1666666716337204,0.5,0.8333333134651184,0.0,0.6666666865348816,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.06749153137207,0.07108587894081107,True,48,0.027163481832029917,64,45,6,13,2024,8,0.0002,5,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
16,2.008694330851237,0.022441118955612183,2.008694330851237,1.800413966178894,0.01888376474380493,1.800413966178894,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.6666666865348816,1.0,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.055435180664062,0.07114685437671052,True,48,0.016555294785481813,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
17,2.0043538014094033,0.02549468477567037,2.0043538014094033,1.8008036613464355,0.018883943557739258,1.8008036613464355,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,1.0,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.046082496643066,0.07119422801617421,True,48,0.019712109186795643,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
18,1.9988011519114177,0.025765260060628254,1.9988011519114177,1.801685094833374,0.01891160011291504,1.801685094833374,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,1.0,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.040431022644043,0.07122288470968063,True,48,0.030024687095315087,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
19,1.996363679567973,0.025402724742889404,1.996363679567973,1.8020633459091187,0.018872439861297607,1.8020633459091187,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.5,1.0,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.035149574279785,0.07124968599070416,True,48,0.03543449764814597,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
20,1.9996000528335571,0.025077799956003826,1.9996000528335571,1.80207359790802,0.018878281116485596,1.80207359790802,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,1.0,0.1666666716337204,0.3333333432674408,0.6666666865348816,0.1666666716337204,0.5,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.0293550491333,0.07127911415013889,True,48,0.02970832350075277,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,,,,,,,,,,,,,
best_test,,,,,,1.800413966178894,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.6666666865348816,1.0,0.0,0.1538461595773697,0.3076923191547394,0.07692307978868484,0.23076923191547394,0.3076923191547394,0.07692307692307693,0.23076923076923078,0.38461538461538464,14.055435180664062,0.07114685437671052,True,48,,64,45,6,13,2024,8,0.0002,16,quantum,True,0.0,1,mean,8,video_encoder,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,False,0.07692307978868484,0.23076923191547394,0.38461539149284363,0.07692307978868484,0.23076923191547394,0.38461539149284363,0.0,0.1538461595773697,0.3076923191547394,0.07692307978868484,0.23076923191547394,0.3076923191547394,False
