epoch,adapter,selection_metric,train_retrieval_loss,train_total_loss,val_retrieval_loss,val_total_loss,val_video_to_text_top1,val_video_to_text_top3,val_video_to_text_top5,val_text_to_video_top1,val_text_to_video_top3,val_text_to_video_top5,raw_val_video_to_text_top1,raw_val_video_to_text_top3,raw_val_video_to_text_top5,raw_val_text_to_video_top1,raw_val_text_to_video_top3,raw_val_text_to_video_top5,random_top1,random_top3,random_top5,logit_scale,temperature,quantum_active,quantum_param_count,quantum_grad_norm,quantum_residual_scale,num_total,num_train,num_val,num_test,num_gallery,seed,batch_size,lr,best_epoch,video_pooling,num_frames,feature_backend,text_pooling,frame_sampling,video_chunk_stride,match_pooling,match_temperature,video_chunks_median,video_chunks_max,text_chunks_median,text_chunks_max,clip_model,video_encoder_model,train_video_to_text_mean_rank,train_video_to_text_median_rank,train_positive_logit_mean,train_top_negative_logit_mean,train_margin_mean,train_margin_min,train_logit_std,train_video_embedding_std_mean,raw_train_video_to_text_mean_rank,raw_train_video_to_text_median_rank,raw_train_positive_logit_mean,raw_train_top_negative_logit_mean,raw_train_margin_mean,raw_train_margin_min,raw_train_logit_std,raw_train_video_embedding_std_mean,val_video_to_text_mean_rank,val_video_to_text_median_rank,val_positive_logit_mean,val_top_negative_logit_mean,val_margin_mean,val_margin_min,val_logit_std,val_video_embedding_std_mean,raw_val_video_to_text_mean_rank,raw_val_video_to_text_median_rank,raw_val_positive_logit_mean,raw_val_top_negative_logit_mean,raw_val_margin_mean,raw_val_margin_min,raw_val_logit_std,raw_val_video_embedding_std_mean,test_video_to_text_top1,test_video_to_text_top3,test_video_to_text_top5,test_text_to_video_top1,test_text_to_video_top3,test_text_to_video_top5,raw_test_video_to_text_top1,raw_test_video_to_text_top3,raw_test_video_to_text_top5,raw_test_text_to_video_top1,raw_test_text_to_video_top3,raw_test_text_to_video_top5,eval_scope,eval_on_all,test_video_to_text_mean_rank,test_video_to_text_median_rank,test_positive_logit_mean,test_top_negative_logit_mean,test_margin_mean,test_margin_min,test_logit_std,test_video_embedding_std_mean,raw_test_video_to_text_mean_rank,raw_test_video_to_text_median_rank,raw_test_positive_logit_mean,raw_test_top_negative_logit_mean,raw_test_margin_mean,raw_test_margin_min,raw_test_logit_std,raw_test_video_embedding_std_mean
11,quantum,val_retrieval_loss,3.6210131645202637,3.6210131645202637,1.796484351158142,1.796484351158142,0.1666666716337204,0.5,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.0690275574335924,0.2371019572019577,64,45,6,13,6,2024,1000,0.01,10,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,10.644444465637207,9.0,11.392516136169434,13.123265266418457,-1.7307509183883667,-3.880502700805664,2.5671706199645996,0.024632345885038376,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.5,3.0,11.361488342285156,13.940520286560059,-2.5790319442749023,-5.264766693115234,2.607638359069824,0.022120187059044838,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,quantum,val_retrieval_loss,3.579554557800293,3.579554557800293,1.7900177240371704,1.7900177240371704,0.1666666716337204,0.3333333432674408,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.07608957001095222,0.2512749135494232,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,9.688889503479004,8.0,11.532552719116211,13.432368278503418,-1.8998162746429443,-4.232465744018555,2.956876516342163,0.025033382698893547,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.6666667461395264,4.0,11.376273155212402,14.0702543258667,-2.6939821243286133,-5.206901550292969,2.9234955310821533,0.02221384458243847,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,quantum,val_retrieval_loss,3.5373687744140625,3.5373687744140625,1.7998765707015991,1.7998765707015991,0.1666666716337204,0.3333333432674408,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.0993952225555948,0.26544779539108276,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,9.288888931274414,8.0,11.632274627685547,13.654825210571289,-2.0225512981414795,-4.46108341217041,3.3138649463653564,0.025629140436649323,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.8333334922790527,4.0,11.331518173217773,14.086597442626953,-2.7550790309906006,-4.884324073791504,3.071732521057129,0.022371254861354828,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,quantum,val_retrieval_loss,3.492138624191284,3.492138624191284,1.8105549812316895,1.8105549812316895,0.1666666716337204,0.5,0.8333333730697632,0.0,0.5,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.10963973295847296,0.27970996499061584,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,8.577777862548828,7.0,11.802563667297363,14.049948692321777,-2.247387170791626,-5.7892045974731445,3.9078893661499023,0.026694558560848236,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.5,2.0,10.886427879333496,13.962303161621094,-3.0758748054504395,-5.104479789733887,3.4806621074676514,0.023030471056699753,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,quantum,val_retrieval_loss,3.43052339553833,3.43052339553833,1.8386573791503906,1.8386573791503906,0.1666666716337204,0.5,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.10348226351529934,0.29391035437583923,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,7.866666793823242,7.0,12.576927185058594,14.993001937866211,-2.4160730838775635,-6.050022125244141,4.494062423706055,0.027923427522182465,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.5,3.0,11.324562072753906,14.691576957702637,-3.367013454437256,-5.996495246887207,3.918058395385742,0.023339472711086273,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,quantum,val_retrieval_loss,3.3579752445220947,3.3579752445220947,1.8605026006698608,1.8605026006698608,0.1666666716337204,0.5,0.6666666865348816,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.089379875310227,0.30832841992378235,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,6.911111354827881,5.0,12.564434051513672,15.086347579956055,-2.5219132900238037,-6.55449914932251,4.877379894256592,0.029138412326574326,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.6666667461395264,2.0,10.623382568359375,14.07824993133545,-3.4548680782318115,-6.791253089904785,4.0859246253967285,0.024279827252030373,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,quantum,val_retrieval_loss,3.2921512126922607,3.2921512126922607,1.877955436706543,1.877955436706543,0.1666666716337204,0.5,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.08995741930470458,0.3229573965072632,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,6.355555534362793,5.0,13.141124725341797,15.728055000305176,-2.5869317054748535,-6.549028396606445,5.357968807220459,0.03053179755806923,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.3333334922790527,2.0,10.648433685302734,14.446562767028809,-3.7981300354003906,-8.160516738891602,4.6007561683654785,0.02474737912416458,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,quantum,val_retrieval_loss,3.2218871116638184,3.2218871116638184,1.9099302291870117,1.9099302291870117,0.1666666716337204,0.5,0.6666666865348816,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.09556077081782431,0.3377593159675598,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,5.4666666984558105,4.0,13.174826622009277,15.818541526794434,-2.6437137126922607,-6.908355712890625,5.617049694061279,0.03191760927438736,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.5,2.0,9.824932098388672,13.670822143554688,-3.8458900451660156,-9.370981216430664,4.5293049812316895,0.025799594819545746,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,quantum,val_retrieval_loss,3.1452393531799316,3.1452393531799316,1.934533715248108,1.934533715248108,0.1666666716337204,0.5,0.8333333730697632,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.10881370611168723,0.3528139591217041,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,5.111111164093018,4.0,13.95556926727295,16.628698348999023,-2.673129081726074,-6.701028823852539,6.008366584777832,0.03330163657665253,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.3333334922790527,2.0,9.98914909362793,14.41553783416748,-4.426387786865234,-11.40153980255127,5.16658878326416,0.026039185002446175,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,quantum,val_retrieval_loss,3.0642457008361816,3.0642457008361816,1.939378261566162,1.939378261566162,0.1666666716337204,0.5,0.6666666865348816,0.0,0.3333333432674408,0.8333333730697632,0.3333333432674408,0.5,0.5,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.16666666666666666,0.5,0.8333333333333334,14.285715103149414,0.0699999959945681,True,120,0.11349167682099269,0.368183970451355,64,45,6,13,6,2024,1000,0.01,12,chunks,8,video_encoder,chunks,all,8,logmeanexp,0.07,70.0,98,3.0,7,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,4.644444465637207,4.0,13.706559181213379,16.395830154418945,-2.689272165298462,-6.645125865936279,6.137185573577881,0.03467700630426407,23.044445037841797,24.0,17.24506187438965,21.745384216308594,-4.500322341918945,-11.699150085449219,2.5389676094055176,0.03193741291761398,3.6666667461395264,2.0,8.650099754333496,12.818004608154297,-4.167904853820801,-10.986376762390137,4.757118225097656,0.027350755408406258,3.6666667461395264,2.0,18.377531051635742,21.24576187133789,-2.8682305812835693,-7.41518497467041,2.7242352962493896,0.02941214106976986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
