epoch,adapter,selection_metric,train_retrieval_loss,train_total_loss,val_retrieval_loss,val_total_loss,val_video_to_text_top1,val_video_to_text_top3,val_video_to_text_top5,val_text_to_video_top1,val_text_to_video_top3,val_text_to_video_top5,raw_val_video_to_text_top1,raw_val_video_to_text_top3,raw_val_video_to_text_top5,raw_val_text_to_video_top1,raw_val_text_to_video_top3,raw_val_text_to_video_top5,random_top1,random_top3,random_top5,logit_scale,temperature,quantum_active,quantum_param_count,quantum_grad_norm,quantum_residual_scale,num_total,num_train,num_val,num_test,num_gallery,seed,batch_size,lr,best_epoch,video_pooling,num_frames,feature_backend,text_pooling,text_preprocess,text_first_n_words,frame_sampling,video_chunk_stride,match_pooling,match_temperature,video_chunks_median,video_chunks_max,text_chunks_median,text_chunks_max,clip_model,video_encoder_model,train_video_to_text_mean_rank,train_video_to_text_median_rank,train_positive_logit_mean,train_top_negative_logit_mean,train_margin_mean,train_margin_min,train_logit_std,train_video_embedding_std_mean,raw_train_video_to_text_mean_rank,raw_train_video_to_text_median_rank,raw_train_positive_logit_mean,raw_train_top_negative_logit_mean,raw_train_margin_mean,raw_train_margin_min,raw_train_logit_std,raw_train_video_embedding_std_mean,val_video_to_text_mean_rank,val_video_to_text_median_rank,val_positive_logit_mean,val_top_negative_logit_mean,val_margin_mean,val_margin_min,val_logit_std,val_video_embedding_std_mean,raw_val_video_to_text_mean_rank,raw_val_video_to_text_median_rank,raw_val_positive_logit_mean,raw_val_top_negative_logit_mean,raw_val_margin_mean,raw_val_margin_min,raw_val_logit_std,raw_val_video_embedding_std_mean,test_video_to_text_top1,test_video_to_text_top3,test_video_to_text_top5,test_text_to_video_top1,test_text_to_video_top3,test_text_to_video_top5,raw_test_video_to_text_top1,raw_test_video_to_text_top3,raw_test_video_to_text_top5,raw_test_text_to_video_top1,raw_test_text_to_video_top3,raw_test_text_to_video_top5,eval_scope,eval_on_all,test_video_to_text_mean_rank,test_video_to_text_median_rank,test_positive_logit_mean,test_top_negative_logit_mean,test_margin_mean,test_margin_min,test_logit_std,test_video_embedding_std_mean,raw_test_video_to_text_mean_rank,raw_test_video_to_text_median_rank,raw_test_positive_logit_mean,raw_test_top_negative_logit_mean,raw_test_margin_mean,raw_test_margin_min,raw_test_logit_std,raw_test_video_embedding_std_mean
1,classical_bottleneck,val_retrieval_loss,2.513757835734974,2.513757835734974,2.8856987953186035,2.8856987953186035,0.800000011920929,0.8199999928474426,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.09781993925571442,500,350,50,100,50,2024,32,0.0002,1,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,13.417142868041992,2.0,25.45395278930664,25.166574478149414,0.2873789668083191,-9.092890739440918,3.374894857406616,0.023095011711120605,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.180000066757202,1.0,25.926488876342773,23.966463088989258,1.9600263833999634,-6.601409912109375,3.5868594646453857,0.022775184363126755,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,classical_bottleneck,val_retrieval_loss,2.507715506987138,2.507715506987138,2.88045072555542,2.88045072555542,0.800000011920929,0.8199999928474426,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.09564511477947235,500,350,50,100,50,2024,32,0.0002,2,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,13.157142639160156,1.0,25.610942840576172,25.2872371673584,0.32370665669441223,-9.172171592712402,3.3775691986083984,0.023202568292617798,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.1600000858306885,1.0,26.08393096923828,24.079618453979492,2.004310369491577,-6.5659637451171875,3.589308738708496,0.02288139797747135,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,classical_bottleneck,val_retrieval_loss,2.5017194747924805,2.5017194747924805,2.875124931335449,2.875124931335449,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.09353446960449219,500,350,50,100,50,2024,32,0.0002,3,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,12.934286117553711,1.0,25.766244888305664,25.403621673583984,0.36262598633766174,-9.249494552612305,3.3788139820098877,0.023309022188186646,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.140000104904175,1.0,26.239622116088867,24.18683624267578,2.052783727645874,-6.523777008056641,3.590358257293701,0.022986510768532753,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,classical_bottleneck,val_retrieval_loss,2.5027184052900835,2.5027184052900835,2.8695874214172363,2.8695874214172363,0.800000011920929,0.8600000143051147,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.0914750024676323,500,350,50,100,50,2024,32,0.0002,4,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,12.734285354614258,1.0,25.92247200012207,25.51937484741211,0.4030984938144684,-9.321805953979492,3.37994384765625,0.02341831661760807,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.059999942779541,1.0,26.396484375,24.293235778808594,2.1032495498657227,-6.477020263671875,3.5910675525665283,0.023094497621059418,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,classical_bottleneck,val_retrieval_loss,2.492587674747814,2.492587674747814,2.863626003265381,2.863626003265381,0.800000011920929,0.8600000143051147,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.08946027606725693,500,350,50,100,50,2024,32,0.0002,5,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,12.479999542236328,1.0,26.084287643432617,25.6339168548584,0.4503719210624695,-9.403660774230957,3.3791894912719727,0.023531869053840637,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.0399999618530273,1.0,26.558643341064453,24.3953857421875,2.1632540225982666,-6.415515899658203,3.5897791385650635,0.023206764832139015,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,classical_bottleneck,val_retrieval_loss,2.482657107439908,2.482657107439908,2.857295036315918,2.857295036315918,0.800000011920929,0.8600000143051147,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.08752071112394333,500,350,50,100,50,2024,32,0.0002,6,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,12.20285701751709,1.0,26.248926162719727,25.745872497558594,0.5030519962310791,-9.480735778808594,3.3769145011901855,0.02364923246204853,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,3.0,1.0,26.723838806152344,24.49225425720215,2.2315833568573,-6.340715408325195,3.5867409706115723,0.02332266792654991,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,classical_bottleneck,val_retrieval_loss,2.4848866896195845,2.4848866896195845,2.850637912750244,2.850637912750244,0.8199999928474426,0.8600000143051147,0.8799999952316284,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.08567284792661667,500,350,50,100,50,2024,32,0.0002,7,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,11.842857360839844,1.0,26.412466049194336,25.852527618408203,0.5599381923675537,-9.557502746582031,3.373358964920044,0.02377001754939556,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,2.9600000381469727,1.0,26.888076782226562,24.582304000854492,2.305769920349121,-6.2531890869140625,3.5823988914489746,0.02344205044209957,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,classical_bottleneck,val_retrieval_loss,2.4808108589865943,2.4808108589865943,2.843705654144287,2.843705654144287,0.8199999928474426,0.8600000143051147,0.8799999952316284,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.08392278105020523,500,350,50,100,50,2024,32,0.0002,8,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,11.505714416503906,1.0,26.578012466430664,25.95639419555664,0.6216209530830383,-9.636434555053711,3.368290901184082,0.023892514407634735,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,2.9200000762939453,1.0,27.05413818359375,24.666311264038086,2.3878278732299805,-6.152486801147461,3.576436758041382,0.02356315404176712,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,classical_bottleneck,val_retrieval_loss,2.47179575399919,2.47179575399919,2.8365249633789062,2.8365249633789062,0.8199999928474426,0.8600000143051147,0.8799999952316284,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.0822882354259491,500,350,50,100,50,2024,32,0.0002,9,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,11.174285888671875,1.0,26.740642547607422,26.0517635345459,0.6888806819915771,-9.713248252868652,3.361637592315674,0.02401655539870262,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,2.9200000762939453,1.0,27.217145919799805,24.739370346069336,2.4777755737304688,-6.033235549926758,3.5689969062805176,0.023685920983552933,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,classical_bottleneck,val_retrieval_loss,2.4644762819463555,2.4644762819463555,2.82924747467041,2.82924747467041,0.8199999928474426,0.8600000143051147,0.8799999952316284,0.800000011920929,0.9200000166893005,0.9200000166893005,0.800000011920929,0.8399999737739563,0.8600000143051147,0.800000011920929,0.9200000166893005,0.9200000166893005,0.02,0.06,0.1,14.285714149475098,0.07000000066757203,False,0,,0.08073168247938156,500,350,50,100,50,2024,32,0.0002,10,mean,8,clip_frame,chunk_mean,none,40,uniform,,logmeanexp,0.07,1.0,1,1.0,1,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,10.817142486572266,1.0,26.896230697631836,26.140039443969727,0.7561911344528198,-9.78859806060791,3.3553266525268555,0.02414269745349884,12.40571403503418,1.0,29.338699340820312,28.811172485351562,0.5275269746780396,-11.433547973632812,3.5369675159454346,0.02477194368839264,2.9000000953674316,1.0,27.373085021972656,24.80786895751953,2.565218925476074,-5.916292190551758,3.5620005130767822,0.023810818791389465,3.0399999618530273,1.0,29.85742950439453,27.600736618041992,2.2566938400268555,-6.681526184082031,3.7019846439361572,0.024423694238066673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
