epoch,adapter,selection_metric,train_retrieval_loss,train_total_loss,val_retrieval_loss,val_total_loss,val_video_to_text_top1,val_video_to_text_top3,val_video_to_text_top5,val_text_to_video_top1,val_text_to_video_top3,val_text_to_video_top5,raw_val_video_to_text_top1,raw_val_video_to_text_top3,raw_val_video_to_text_top5,raw_val_text_to_video_top1,raw_val_text_to_video_top3,raw_val_text_to_video_top5,random_top1,random_top3,random_top5,logit_scale,temperature,quantum_active,quantum_param_count,quantum_grad_norm,quantum_residual_scale,num_total,num_train,num_val,num_test,num_gallery,seed,batch_size,lr,best_epoch,video_pooling,num_frames,feature_backend,text_pooling,clip_model,video_encoder_model,train_video_to_text_mean_rank,train_video_to_text_median_rank,train_positive_logit_mean,train_top_negative_logit_mean,train_margin_mean,train_margin_min,train_logit_std,train_video_embedding_std_mean,raw_train_video_to_text_mean_rank,raw_train_video_to_text_median_rank,raw_train_positive_logit_mean,raw_train_top_negative_logit_mean,raw_train_margin_mean,raw_train_margin_min,raw_train_logit_std,raw_train_video_embedding_std_mean,val_video_to_text_mean_rank,val_video_to_text_median_rank,val_positive_logit_mean,val_top_negative_logit_mean,val_margin_mean,val_margin_min,val_logit_std,val_video_embedding_std_mean,raw_val_video_to_text_mean_rank,raw_val_video_to_text_median_rank,raw_val_positive_logit_mean,raw_val_top_negative_logit_mean,raw_val_margin_mean,raw_val_margin_min,raw_val_logit_std,raw_val_video_embedding_std_mean,test_video_to_text_top1,test_video_to_text_top3,test_video_to_text_top5,test_text_to_video_top1,test_text_to_video_top3,test_text_to_video_top5,raw_test_video_to_text_top1,raw_test_video_to_text_top3,raw_test_video_to_text_top5,raw_test_text_to_video_top1,raw_test_text_to_video_top3,raw_test_text_to_video_top5,eval_scope,eval_on_all,test_video_to_text_mean_rank,test_video_to_text_median_rank,test_positive_logit_mean,test_top_negative_logit_mean,test_margin_mean,test_margin_min,test_logit_std,test_video_embedding_std_mean,raw_test_video_to_text_mean_rank,raw_test_video_to_text_median_rank,raw_test_positive_logit_mean,raw_test_top_negative_logit_mean,raw_test_margin_mean,raw_test_margin_min,raw_test_logit_std,raw_test_video_embedding_std_mean
11,quantum,val_retrieval_loss,3.6215596199035645,3.6215596199035645,1.8200379610061646,1.8200379610061646,0.1666666716337204,0.6666666865348816,1.0,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.09950235639110977,0.23160141706466675,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,11.266666412353516,11.0,16.841320037841797,18.796112060546875,-1.9547902345657349,-6.318341255187988,3.5033271312713623,0.0214778333902359,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.1666667461395264,3.0,17.526935577392578,21.201160430908203,-3.6742255687713623,-9.071410179138184,4.138644218444824,0.01763196289539337,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,quantum,val_retrieval_loss,3.5684709548950195,3.5684709548950195,1.8372994661331177,1.8372994661331177,0.1666666716337204,0.5,1.0,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.0954557793901185,0.24443504214286804,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,10.866666793823242,9.0,16.7960205078125,19.130542755126953,-2.3345251083374023,-7.391451835632324,4.202152729034424,0.022395210340619087,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.3333332538604736,3.0,17.261423110961914,21.29820442199707,-4.036779880523682,-9.54928207397461,4.5648345947265625,0.01826128549873829,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,quantum,val_retrieval_loss,3.518812656402588,3.518812656402588,1.8489140272140503,1.8489140272140503,0.1666666716337204,0.5,1.0,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.09881566821061463,0.25698626041412354,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,9.666666984558105,7.0,16.989341735839844,19.20931625366211,-2.2199740409851074,-6.792551040649414,4.529787540435791,0.02324516326189041,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,16.973369598388672,21.243654251098633,-4.270285606384277,-10.314584732055664,4.92628812789917,0.01886335387825966,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,quantum,val_retrieval_loss,3.47011661529541,3.47011661529541,1.8718169927597046,1.8718169927597046,0.1666666716337204,0.5,1.0,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.10537957907690731,0.2695953845977783,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,9.533333778381348,8.0,17.150470733642578,19.711318969726562,-2.560847759246826,-7.251964569091797,5.360284328460693,0.024735193699598312,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.3333332538604736,3.0,16.930707931518555,21.61500358581543,-4.684297561645508,-10.457501411437988,5.6122517585754395,0.020033229142427444,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,quantum,val_retrieval_loss,3.415792942047119,3.415792942047119,1.8926059007644653,1.8926059007644653,0.1666666716337204,0.5,1.0,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.10182639829076859,0.28195086121559143,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,8.733333587646484,8.0,17.183921813964844,19.679115295410156,-2.4951930046081543,-6.796701431274414,5.922708988189697,0.026064032688736916,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.3333332538604736,3.0,16.387300491333008,21.37178611755371,-4.984483242034912,-11.425739288330078,6.041250705718994,0.020919714123010635,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,quantum,val_retrieval_loss,3.3552517890930176,3.3552517890930176,1.928135871887207,1.928135871887207,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.0917147411009705,0.294308066368103,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,8.666666984558105,8.0,17.430511474609375,20.047597885131836,-2.617086172103882,-6.772624969482422,6.734500408172607,0.027803437784314156,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,16.435394287109375,21.944929122924805,-5.50953483581543,-11.332052230834961,6.736049175262451,0.022028369829058647,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,quantum,val_retrieval_loss,3.2976441383361816,3.2976441383361816,1.9214905500411987,1.9214905500411987,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.09692093102571832,0.3065674602985382,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,7.755555629730225,7.0,17.599023818969727,20.02873992919922,-2.429715871810913,-6.786014556884766,6.933296203613281,0.028719060122966766,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,15.732536315917969,21.16303062438965,-5.430494785308838,-11.879837036132812,6.903512954711914,0.022907136008143425,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,quantum,val_retrieval_loss,3.245553970336914,3.245553970336914,1.985626220703125,1.985626220703125,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.13160706185603474,0.3192031681537628,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,7.888888835906982,7.0,17.799436569213867,20.273544311523438,-2.474109172821045,-7.079901695251465,7.873534679412842,0.030738465487957,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,16.081573486328125,22.211397171020508,-6.129823684692383,-12.221744537353516,7.559113025665283,0.023556595668196678,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,quantum,val_retrieval_loss,3.1839230060577393,3.1839230060577393,1.9436960220336914,1.9436960220336914,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.14184569655925586,0.3318035900592804,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,6.666666507720947,6.0,17.98006820678711,20.433303833007812,-2.453233480453491,-7.296648979187012,8.069120407104492,0.03157518059015274,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,15.331686973571777,21.011884689331055,-5.680194854736328,-12.029879570007324,7.532390117645264,0.024342484772205353,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,quantum,val_retrieval_loss,3.1192402839660645,3.1192402839660645,2.0078420639038086,2.0078420639038086,0.1666666716337204,0.5,0.8333333134651184,0.1666666716337204,0.3333333432674408,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.16251042749804126,0.3447544276714325,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,6.911110877990723,6.0,18.499217987060547,21.049009323120117,-2.5497915744781494,-7.669787406921387,8.760790824890137,0.03361028805375099,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.5,3.0,15.340296745300293,21.74922752380371,-6.40893030166626,-14.976507186889648,7.937158107757568,0.024919213727116585,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,quantum,val_retrieval_loss,3.0492327213287354,3.0492327213287354,1.9934029579162598,1.9934029579162598,0.3333333432674408,0.5,0.8333333134651184,0.3333333432674408,0.5,0.8333333134651184,0.1666666716337204,0.5,0.8333333134651184,0.3333333432674408,0.6666666865348816,0.8333333134651184,0.16666666666666666,0.5,0.8333333333333334,14.285714149475098,0.07000000066757203,True,120,0.1713560082289305,0.3575395345687866,64,45,6,13,6,2024,1000,0.01,9,mean,16,video_encoder,chunk_mean,openai/clip-vit-base-patch32,microsoft/xclip-base-patch32,5.933333396911621,5.0,18.610979080200195,21.036603927612305,-2.425626277923584,-7.419038772583008,8.796937942504883,0.03424011915922165,23.244443893432617,28.0,21.118133544921875,26.61676788330078,-5.498631954193115,-14.001322746276855,3.789247989654541,0.027360310778021812,3.3333332538604736,3.0,14.470276832580566,20.508878707885742,-6.038602352142334,-15.809377670288086,7.559696197509766,0.024211125448346138,3.3333332538604736,2.0,22.981468200683594,26.25303077697754,-3.271563768386841,-9.44314956665039,3.7925305366516113,0.02221003547310829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
