seed,eval_scope,num_gallery,raw_test_video_to_text_top1,quantum_test_video_to_text_top1,delta_test_video_to_text_top1,raw_test_video_to_text_top3,quantum_test_video_to_text_top3,delta_test_video_to_text_top3,raw_test_video_to_text_top5,quantum_test_video_to_text_top5,delta_test_video_to_text_top5,raw_test_video_to_text_mean_rank,quantum_test_video_to_text_mean_rank,delta_test_video_to_text_mean_rank,raw_test_margin_mean,quantum_test_margin_mean,delta_test_margin_mean,raw_test_margin_min,quantum_test_margin_min,delta_test_margin_min,raw_test_text_to_video_top1,quantum_test_text_to_video_top1,delta_test_text_to_video_top1,raw_test_text_to_video_top3,quantum_test_text_to_video_top3,delta_test_text_to_video_top3,raw_test_text_to_video_top5,quantum_test_text_to_video_top5,delta_test_text_to_video_top5,raw_test_video_embedding_std_mean,quantum_test_video_embedding_std_mean,delta_test_video_embedding_std_mean
2024,test_split,13,0.0,0.0,0.0,0.07692307978868484,0.0,-0.07692307978868484,0.07692307978868484,0.1538461595773697,0.07692307978868484,9.230769157409668,9.0,-0.23076915740966797,-5.377634048461914,-4.634746074676514,0.7428879737854004,-10.706722259521484,-8.731711387634277,1.975010871887207,0.0,0.0,0.0,0.07692307978868484,0.3076923191547394,0.23076923936605453,0.23076923191547394,0.4615384638309479,0.23076923191547394,0.025519220158457756,0.019625920802354813,-0.005893299356102943
