seed,eval_scope,num_gallery,raw_test_video_to_text_top1,quantum_test_video_to_text_top1,delta_test_video_to_text_top1,raw_test_video_to_text_top3,quantum_test_video_to_text_top3,delta_test_video_to_text_top3,raw_test_video_to_text_top5,quantum_test_video_to_text_top5,delta_test_video_to_text_top5,raw_test_video_to_text_mean_rank,quantum_test_video_to_text_mean_rank,delta_test_video_to_text_mean_rank,raw_test_margin_mean,quantum_test_margin_mean,delta_test_margin_mean,raw_test_margin_min,quantum_test_margin_min,delta_test_margin_min,raw_video_chunks_median,quantum_video_chunks_median,delta_video_chunks_median,raw_video_chunks_max,quantum_video_chunks_max,delta_video_chunks_max,raw_text_chunks_median,quantum_text_chunks_median,delta_text_chunks_median,raw_text_chunks_max,quantum_text_chunks_max,delta_text_chunks_max,raw_test_text_to_video_top1,quantum_test_text_to_video_top1,delta_test_text_to_video_top1,raw_test_text_to_video_top3,quantum_test_text_to_video_top3,delta_test_text_to_video_top3,raw_test_text_to_video_top5,quantum_test_text_to_video_top5,delta_test_text_to_video_top5,raw_test_video_embedding_std_mean,quantum_test_video_embedding_std_mean,delta_test_video_embedding_std_mean
2024,test_split,100,0.6200000047683716,0.7599999904632568,0.13999998569488525,0.7599999904632568,0.8899999856948853,0.12999999523162842,0.8600000143051147,0.9200000166893005,0.06000000238418579,4.739999771118164,3.299999952316284,-1.4399998188018799,1.3016775846481323,2.3449454307556152,1.043267846107483,-5.227029800415039,-5.320240020751953,-0.09321022033691406,1.0,1.0,0.0,1,1,0,1.0,1.0,0.0,1,1,0,0.6899999976158142,0.699999988079071,0.009999990463256836,0.7900000214576721,0.800000011920929,0.009999990463256836,0.8100000023841858,0.8199999928474426,0.009999990463256836,0.024735547602176666,0.02557680383324623,0.0008412562310695648
